멘티_ID,현재 기술 수준,학습 목표,관심 분야
7555,고급,영화 비평 기술 향상,지리학
7556,고급,카피라이팅 기술 배우기,비즈니스 윤리
7557,고급,게임 디자인 이해,경제학
7558,초급,웹툰 제작 기술 배우기,명상
7559,고급,요리 기술 향상,여행
7560,초급,통계학 공부,미디어
7561,중급,독서 및 분석 능력 향상,비즈니스 윤리
7562,초급,조경 디자인 학습,미술사
7563,고급,기타 연주 배우기,패션
7564,고급,연극 연출 능력 키우기,기상학
7565,초급,재테크 학습,건축
7566,고급,영어 작문 기술 향상,화학
7567,초급,산업 디자인 기술 배우기,사회학
7568,중급,협상 기술 배우기,환경 보호
7569,중급,현대 철학 이해,인테리어 디자인
7570,고급,재테크 학습,미디어
7571,중급,소셜 미디어 마케팅 배우기,바다 생물학
7572,중급,바리스타 기술 연마,물리학 실험
7573,고급,아마추어 극단 운영 기술,식물학
7574,고급,데이터베이스 설계 배우기,게임
7575,초급,기타 연주 배우기,글쓰기
7576,초급,그래픽 디자인 능력 개발,화학 실험
7577,중급,대인 관계 기술 향상,3D 프린팅
7578,고급,웹툰 제작 기술 배우기,철학
7579,초급,비즈니스 윤리 배우기,정원 가꾸기
7580,중급,장기 목표 설정,인터뷰
7581,중급,요리 기술 향상,자기계발
7582,중급,인테리어 소품 디자인 배우기,사회학
7583,중급,소셜 미디어 마케팅 배우기,기술 혁신
7584,초급,문학 분석 능력 개발,팀 관리
7585,중급,블록체인 기술 학습,천문학
7586,고급,기타 연주 배우기,예술
7587,고급,발표 스킬 향상,건강 관리
7588,고급,요리 기술 향상,자연 보전
7589,초급,비즈니스 모델 개발,항공
7590,중급,공간 예술 디자인 학습,미술사
7591,초급,생물학 원리 이해,동물학
7592,고급,성공적인 팀워크 기술 연마,미디어
7593,중급,아마추어 극단 운영 기술,요리
7594,고급,생산성 높이는 방법 배우기,바이오테크놀로지
7595,고급,음악 이론 배우기,항공
7596,초급,사진 촬영 기술 향상,바이오테크놀로지
7597,중급,바이올린 연주 배우기,우주과학
7598,고급,독서 및 분석 능력 향상,동물학
7599,초급,기업가 정신 배우기,환경 보호
7600,중급,기초 의학 학습,자동차
7601,고급,개인 브랜딩 전략 학습,산업 디자인
7602,초급,디지털 마케팅 기술 향상,게임
7603,중급,현대 철학 이해,팀 관리
7604,고급,공간 예술 디자인 학습,기술 혁신
7605,고급,문서 작성 기술 배우기,커리어 개발
7606,중급,통계학 공부,가상 현실
7607,초급,가상 현실 개발 학습,교수법
7608,고급,서핑 배우기,항공
7609,고급,건축 설계 학습,철학
7610,초급,인테리어 소품 디자인 배우기,사진
7611,초급,바리스타 기술 연마,직무 분석
7612,중급,인테리어 소품 디자인 배우기,영화
7613,중급,애니메이션 제작 배우기,영화 제작
7614,중급,명상 및 스트레스 관리 배우기,출판
7615,중급,환경 보호 관련 지식 배우기,컴퓨터 그래픽
7616,중급,기초 의학 학습,도시 계획
7617,고급,기초 의학 학습,역사
7618,중급,문제 해결 능력 개발,공공 연설
7619,초급,독서 및 분석 능력 향상,영화 제작
7620,고급,글로벌 비즈니스 이해,게임
7621,중급,고전 문학 학습,투자
7622,고급,서핑 배우기,조각
7623,초급,문서 작성 기술 배우기,프로젝트 관리
7624,고급,인권 문제 이해,코딩
7625,초급,청중 분석 능력 개발,3D 프린팅
7626,고급,디지털 마케팅 기술 향상,투자
7627,중급,문제 해결 능력 개발,요리
7628,중급,인테리어 디자인 배우기,지리학
7629,초급,카메라 촬영 기술 배우기,기계 공학
7630,중급,고급 수학 학습,인터뷰
7631,초급,연극 연출 능력 키우기,기후 변화
7632,중급,조경 디자인 학습,자동차
7633,고급,동물 보호 관련 지식 배우기,자동차
7634,중급,브랜딩 전략 개발,화학
7635,고급,사회적 미디어 전략 개발,화학 실험
7636,중급,법률 지식 향상,동물학
7637,초급,사회적 미디어 전략 개발,애니메이션
7638,중급,조경 디자인 학습,소셜 미디어
7639,중급,통계학 공부,환경 보호
7640,초급,국제 정치 분석 기술,영화 제작
7641,초급,현대 철학 이해,산업 디자인
7642,초급,통계학 공부,정원 가꾸기
7643,중급,성공적인 팀워크 기술 연마,식물학
7644,고급,창의적 사고력 향상,직무 분석
7645,초급,인터뷰 기술 향상,천문학
7646,중급,재테크 학습,커리어 개발
7647,중급,발표 스킬 향상,자연 보전
7648,중급,기계 공학 원리 학습,웰빙
7649,초급,창의적 사고력 향상,문학
7650,고급,기업가 정신 배우기,영화
7651,고급,생물학 원리 이해,물리학
7652,고급,스토리텔링 능력 개발,소셜 미디어
7653,중급,바리스타 기술 연마,인권
7654,초급,국제 협상 기술 배우기,피트니스
7655,고급,소셜 미디어 마케팅 배우기,정원 가꾸기
7656,고급,바이올린 연주 배우기,영화
7657,초급,패션 산업 이해,생물학
7658,초급,공공 연설 능력 개발,공학
7659,고급,요리 기술 향상,증강 현실
7660,중급,개인 브랜딩 전략 학습,마케팅
7661,중급,대인 관계 기술 향상,조각
7662,초급,리더십 기술 향상,정치학
7663,중급,재무 보고서 분석,조각
7664,고급,비즈니스 윤리 배우기,자연 보전
7665,고급,프리젠테이션 능력 개발,미디어
7666,고급,애니메이션 제작 배우기,식물학
7667,초급,인권 문제 이해,언어
7668,고급,기초 의학 학습,조각
7669,초급,외국어 배우기,공학
7670,초급,카메라 촬영 기술 배우기,광고
7671,중급,개인 브랜딩 전략 학습,환경 보호
7672,중급,발표 스킬 향상,미디어
7673,중급,기타 연주 배우기,동물학
7674,고급,산업 디자인 기술 배우기,스트레스 관리
7675,고급,독서 및 분석 능력 향상,언어
7676,고급,농업 기술 배우기,무용
7677,고급,동물 보호 관련 지식 배우기,환경 보호
7678,고급,비즈니스 윤리 배우기,애니메이션
7679,고급,사진 촬영 기술 향상,경제
7680,초급,통계학 공부,문화
7681,초급,인터뷰 기술 향상,요리
7682,초급,데이터베이스 설계 배우기,경제학
7683,초급,생산성 높이는 방법 배우기,공공 연설
7684,중급,비즈니스 네트워킹 스킬 향상,통신
7685,고급,독서 및 분석 능력 향상,건강 관리
7686,초급,비즈니스 네트워킹 스킬 향상,기상학
7687,초급,바리스타 기술 연마,공학
7688,중급,프로그래밍 능력 향상,공공 연설
7689,초급,데이터베이스 설계 배우기,건축
7690,중급,브랜딩 전략 개발,생물학
7691,중급,인터뷰 기술 향상,정치학
7692,고급,유행 분석 배우기,심리학
7693,고급,서비스 디자인 학습,천문학
7694,초급,건축 설계 학습,컴퓨터 과학
7695,초급,자동차 정비 배우기,지리학
7696,고급,데이터베이스 설계 배우기,문화
7697,고급,기초 의학 학습,컴퓨터 과학
7698,고급,국제 정치 분석 기술,리더십
7699,중급,자바스크립트 배우기,심리학
7700,초급,법률 지식 향상,바이오테크놀로지
7701,중급,동물 보호 관련 지식 배우기,리더십
7702,고급,소셜 미디어 마케팅 배우기,정원 가꾸기
7703,중급,산업 디자인 기술 배우기,팀 관리
7704,초급,서핑 배우기,체육
7705,중급,인테리어 디자인 배우기,글쓰기
7706,중급,농업 기술 배우기,물리학
7707,고급,바이올린 연주 배우기,소셜 미디어
7708,초급,문학 분석 능력 개발,바다 생물학
7709,중급,카메라 촬영 기술 배우기,화학 실험
7710,고급,영어 작문 기술 향상,마케팅
7711,중급,비즈니스 모델 개발,무용
7712,고급,요리 기술 향상,마케팅
7713,고급,사회적 미디어 전략 개발,인터넷
7714,고급,비평적 사고력 향상,바이오테크놀로지
7715,고급,타임 매니지먼트 배우기,산업 디자인
7716,초급,인터뷰 기술 향상,창업
7717,초급,산업 디자인 기술 배우기,감정 관리
7718,중급,글로벌 비즈니스 이해,리더십
7719,중급,비즈니스 네트워킹 스킬 향상,도시 계획
7720,고급,요리 기술 향상,리더십
7721,고급,인공지능 알고리즘 이해하기,경제
7722,초급,비즈니스 네트워킹 스킬 향상,정원 가꾸기
7723,초급,장기 목표 설정,건강 관리
7724,초급,의사소통 기술 향상,브랜딩
7725,고급,게임 디자인 이해,조각
7726,중급,감정 조절 기술 배우기,애니메이션
7727,초급,블록체인 기술 학습,기계 공학
7728,중급,스토리텔링 능력 개발,리더십
7729,초급,공연 기획 배우기,시간 관리
7730,고급,사진 촬영 기술 향상,문학
7731,초급,그래픽 디자인 능력 개발,바다 생물학
7732,고급,자동차 정비 배우기,지질학
7733,초급,공공 연설 능력 개발,애니메이션
7734,고급,패션 디자인 배우기,컴퓨터 과학
7735,고급,바리스타 기술 연마,인테리어 디자인
7736,중급,고전 문학 학습,인권
7737,초급,시간 관리 기술 향상,천문학
7738,중급,발표 스킬 향상,천문학
7739,고급,서핑 배우기,도시 계획
7740,초급,요리 기술 향상,인테리어 디자인
7741,고급,패션 산업 이해,정원 가꾸기
7742,초급,대인 관계 기술 향상,통신
7743,고급,자동차 정비 배우기,출판
7744,중급,커뮤니케이션 전략 배우기,소셜 미디어
7745,고급,협상 기술 배우기,스포츠
7746,고급,공공 연설 능력 개발,스트레스 관리
7747,고급,공간 예술 디자인 학습,기상학
7748,초급,요리 기술 향상,정원 가꾸기
7749,고급,스키 기술 향상,자기계발
7750,중급,고전 문학 학습,디지털 마케팅
7751,고급,인터뷰 기술 향상,게임
7752,초급,창의적 사고력 향상,브랜딩
7753,중급,문서 작성 기술 배우기,광고
7754,중급,자동차 정비 배우기,시간 관리
7755,고급,문학 분석 능력 개발,도시 계획
7756,초급,외국어 배우기,식물학
7757,중급,개인 브랜딩 전략 학습,건축
7758,초급,비즈니스 윤리 배우기,경제
7759,초급,블록체인 기술 학습,환경 보호
7760,고급,건축 설계 학습,애니메이션
7761,중급,인테리어 소품 디자인 배우기,프로젝트 관리
7762,중급,창의적 사고력 향상,항공
7763,초급,연극 연출 능력 키우기,웰빙
7764,고급,그래픽 디자인 능력 개발,비즈니스 윤리
7765,초급,농업 기술 배우기,컴퓨터 과학
7766,초급,카피라이팅 기술 배우기,컴퓨터 과학
7767,초급,국제 정치 분석 기술,3D 프린팅
7768,중급,유튜브 영상 편집 배우기,바이오테크놀로지
7769,초급,인공지능 알고리즘 이해하기,물리학
7770,중급,동물 보호 관련 지식 배우기,음악
7771,초급,독서 및 분석 능력 향상,지리학
7772,고급,비평적 사고력 향상,경제학
7773,초급,인터뷰 기술 향상,영화
7774,고급,가상 현실 개발 학습,스포츠
7775,초급,브랜딩 전략 개발,인터넷
7776,고급,시간 관리 기술 향상,음악
7777,고급,법률 지식 향상,사회학
7778,초급,비평적 사고력 향상,사진
7779,중급,패션 산업 이해,미술사
7780,초급,문학 분석 능력 개발,게임
7781,중급,사회적 미디어 전략 개발,자연 보전
7782,초급,아마추어 극단 운영 기술,웰빙
7783,중급,통계학 공부,환경 보호
7784,고급,자바스크립트 배우기,음악
7785,중급,카메라 촬영 기술 배우기,경영학
7786,중급,비즈니스 네트워킹 스킬 향상,방송
7787,중급,국제 정치 분석 기술,공공 연설
7788,중급,생물학 원리 이해,지질학
7789,고급,연극 연출 능력 키우기,기계 공학
7790,고급,고전 문학 학습,화학 실험
7791,초급,카피라이팅 기술 배우기,철학
7792,초급,국제 협상 기술 배우기,도시 계획
7793,고급,영어 작문 기술 향상,직업 훈련
7794,중급,프로그래밍 능력 향상,인터넷
7795,초급,국제 정치 분석 기술,로봇공학
7796,초급,커뮤니케이션 전략 배우기,네트워킹
7797,고급,명상 및 스트레스 관리 배우기,지구과학
7798,중급,비평적 사고력 향상,직무 분석
7799,초급,애니메이션 제작 배우기,인테리어 디자인
7800,초급,자동차 정비 배우기,교육
7801,초급,산업 디자인 기술 배우기,사회학
7802,중급,리더십 기술 향상,농업
7803,초급,환경 보호 관련 지식 배우기,바이오테크놀로지
7804,초급,협상 기술 배우기,경제학
7805,중급,대인 관계 기술 향상,글쓰기
7806,초급,공간 예술 디자인 학습,글쓰기
7807,초급,의사소통 기술 향상,통신
7808,고급,유튜브 영상 편집 배우기,시간 관리
7809,고급,독서 및 분석 능력 향상,정원 가꾸기
7810,초급,가상 현실 개발 학습,음악
7811,중급,발표 스킬 향상,사진
7812,초급,성공적인 팀워크 기술 연마,심리학
7813,초급,장기 목표 설정,영화
7814,고급,소셜 미디어 마케팅 배우기,리더십
7815,중급,타임 매니지먼트 배우기,사진
7816,중급,영화 제작 이해,인터넷
7817,중급,그래픽 디자인 능력 개발,자동차
7818,중급,프로그래밍 능력 향상,가상 현실
7819,중급,청중 분석 능력 개발,물리학
7820,초급,비즈니스 네트워킹 스킬 향상,천문학
7821,중급,명상 및 스트레스 관리 배우기,조각
7822,중급,연극 연출 능력 키우기,통신
7823,중급,심리학 학습,비즈니스 윤리
7824,중급,통계학 공부,자기계발
7825,초급,재테크 학습,미술사
7826,고급,사진 촬영 기술 향상,농업
7827,중급,카메라 촬영 기술 배우기,비즈니스 윤리
7828,중급,인권 문제 이해,시간 관리
7829,고급,웹툰 제작 기술 배우기,통신
7830,중급,공간 예술 디자인 학습,소셜 미디어
7831,고급,비즈니스 윤리 배우기,물리학
7832,초급,요리 기술 향상,공학
7833,초급,기타 연주 배우기,영화
7834,중급,영화 비평 기술 향상,철학
7835,초급,프리젠테이션 능력 개발,디지털 마케팅
7836,중급,국제 정치 분석 기술,기상학
7837,고급,커뮤니케이션 전략 배우기,비즈니스 윤리
7838,중급,생물학 원리 이해,화학 실험
7839,중급,통계학 공부,기후 변화
7840,고급,소셜 미디어 마케팅 배우기,교육
7841,중급,그래픽 디자인 능력 개발,동물학
7842,초급,카메라 촬영 기술 배우기,디지털 마케팅
7843,초급,스토리텔링 능력 개발,로봇공학
7844,고급,유튜브 영상 편집 배우기,지질학
7845,고급,영화 제작 이해,피트니스
7846,고급,사진 촬영 기술 향상,인권
7847,중급,연구 논문 작성 기술 연마,천문학
7848,초급,영화 비평 기술 향상,가상 현실
7849,고급,제품 개발 프로세스 이해,물리학 실험
7850,고급,인테리어 디자인 배우기,미술사
7851,중급,발표 스킬 향상,천문학
7852,중급,유튜브 영상 편집 배우기,경제
7853,고급,동물 보호 관련 지식 배우기,스트레스 관리
7854,고급,고전 문학 학습,컴퓨터 그래픽
7855,고급,블록체인 기술 학습,문학
7856,중급,인테리어 소품 디자인 배우기,화학
7857,중급,인터뷰 기술 향상,직업 훈련
7858,초급,비즈니스 윤리 배우기,코딩
7859,중급,유튜브 영상 편집 배우기,인터뷰
7860,고급,국제 정치 분석 기술,화학
7861,고급,카메라 촬영 기술 배우기,지구과학
7862,초급,비평적 사고력 향상,재무 관리
7863,초급,문제 해결 능력 개발,바이오테크놀로지
7864,초급,프로그래밍 능력 향상,글쓰기
7865,중급,사진 촬영 기술 향상,미술사
7866,중급,인테리어 소품 디자인 배우기,투자
7867,초급,연극 연출 능력 키우기,투자
7868,초급,사회적 미디어 전략 개발,자연 보전
7869,고급,커뮤니케이션 전략 배우기,증강 현실
7870,초급,유행 분석 배우기,인공지능
7871,중급,생산성 높이는 방법 배우기,바이오테크놀로지
7872,초급,인테리어 소품 디자인 배우기,경제학
7873,중급,고급 수학 학습,사진
7874,고급,문서 작성 기술 배우기,정원 가꾸기
7875,고급,브랜딩 전략 개발,투자
7876,중급,유행 분석 배우기,광고
7877,초급,인테리어 소품 디자인 배우기,직무 분석
7878,중급,공연 기획 배우기,직업 훈련
7879,고급,유튜브 영상 편집 배우기,직무 분석
7880,중급,비즈니스 네트워킹 스킬 향상,지구과학
7881,중급,대인 관계 기술 향상,화학
7882,초급,심리학 학습,바다 생물학
7883,중급,문제 해결 능력 개발,연극
7884,초급,재테크 학습,생물학
7885,초급,음악 이론 배우기,자동차
7886,고급,커뮤니케이션 전략 배우기,교육
7887,중급,그래픽 디자인 능력 개발,자동차
7888,초급,비즈니스 윤리 배우기,3D 프린팅
7889,고급,인터뷰 기술 향상,투자
7890,초급,재테크 학습,리더십
7891,초급,재테크 학습,인터넷
7892,고급,생물학 원리 이해,자연 보전
7893,고급,시간 관리 기술 향상,조각
7894,초급,프로그래밍 능력 향상,지구과학
7895,중급,문서 작성 기술 배우기,항공
7896,고급,아마추어 극단 운영 기술,문화
7897,고급,비즈니스 네트워킹 스킬 향상,환경 보호
7898,고급,비즈니스 윤리 배우기,소셜 미디어
7899,고급,개인 브랜딩 전략 학습,여행
7900,중급,게임 디자인 이해,감정 관리
7901,초급,심리학 학습,리더십
7902,고급,인테리어 소품 디자인 배우기,방송
7903,초급,브랜딩 전략 개발,3D 프린팅
7904,초급,영화 비평 기술 향상,물리학
7905,초급,협상 기술 배우기,방송
7906,중급,의사소통 기술 향상,경제
7907,중급,웹툰 제작 기술 배우기,물리학
7908,고급,제품 개발 프로세스 이해,패션
7909,초급,고전 문학 학습,피트니스
7910,고급,그래픽 디자인 능력 개발,화학
7911,중급,영화 제작 이해,피트니스
7912,고급,카메라 촬영 기술 배우기,스포츠
7913,중급,공연 기획 배우기,물리학 실험
7914,중급,바이올린 연주 배우기,감정 관리
7915,초급,공공 연설 능력 개발,바이오테크놀로지
7916,중급,비즈니스 윤리 배우기,문화
7917,중급,유튜브 영상 편집 배우기,인터뷰
7918,고급,건축 설계 학습,조각
7919,중급,발표 스킬 향상,건축
7920,중급,공공 연설 능력 개발,조각
7921,중급,비즈니스 네트워킹 스킬 향상,소셜 미디어
7922,고급,사진 촬영 기술 향상,언어
7923,초급,도시 계획 이해,자연 보전
7924,중급,비평적 사고력 향상,브랜딩
7925,중급,의사소통 기술 향상,요리
7926,초급,고급 수학 학습,웰빙
7927,중급,문서 작성 기술 배우기,애니메이션
7928,고급,그래픽 디자인 능력 개발,증강 현실
7929,초급,유튜브 영상 편집 배우기,미디어
7930,초급,산업 디자인 기술 배우기,소셜 미디어
7931,고급,글로벌 비즈니스 이해,기후 변화
7932,초급,심리학 학습,예술
7933,중급,영화 제작 이해,네트워킹
7934,중급,현대 철학 이해,게임
7935,중급,인테리어 디자인 배우기,언어
7936,고급,기초 의학 학습,항공
7937,초급,국제 정치 분석 기술,교육
7938,중급,데이터베이스 설계 배우기,인터넷
7939,고급,창의적 사고력 향상,환경 보호
7940,중급,애니메이션 제작 배우기,항공
7941,중급,시간 관리 기술 향상,재무 관리
7942,초급,자바스크립트 배우기,물리학
7943,초급,그래픽 디자인 능력 개발,로봇공학
7944,중급,영화 비평 기술 향상,화학
7945,중급,패션 산업 이해,예술
7946,초급,기업가 정신 배우기,농업
7947,초급,카메라 촬영 기술 배우기,지리학
7948,초급,생산성 높이는 방법 배우기,조각
7949,중급,인터뷰 기술 향상,환경 보호
7950,고급,통계학 공부,체육
7951,초급,공공 연설 능력 개발,영화 제작
7952,중급,재무 보고서 분석,자기계발
7953,고급,서핑 배우기,기술 혁신
7954,초급,인테리어 소품 디자인 배우기,가상 현실
7955,고급,비평적 사고력 향상,스포츠
7956,초급,비즈니스 네트워킹 스킬 향상,기술 혁신
7957,초급,바리스타 기술 연마,커리어 개발
7958,초급,고급 수학 학습,생물학
7959,고급,발표 스킬 향상,지질학
7960,중급,의사소통 기술 향상,지리학
7961,초급,서비스 디자인 학습,인터뷰
7962,고급,성공적인 팀워크 기술 연마,연극
7963,고급,협상 기술 배우기,게임
7964,고급,조경 디자인 학습,사회학
7965,고급,영화 비평 기술 향상,웰빙
7966,초급,사회적 미디어 전략 개발,우주과학
7967,중급,그래픽 디자인 능력 개발,스트레스 관리
7968,초급,사회적 미디어 전략 개발,웰빙
7969,중급,협상 기술 배우기,소셜 미디어
7970,고급,그래픽 디자인 능력 개발,인권
7971,초급,웹툰 제작 기술 배우기,요리
7972,초급,법률 지식 향상,피트니스
7973,중급,카피라이팅 기술 배우기,우주과학
7974,고급,문서 작성 기술 배우기,브랜딩
7975,고급,비즈니스 윤리 배우기,경영학
7976,고급,명상 및 스트레스 관리 배우기,공학
7977,고급,가상 현실 개발 학습,피트니스
7978,중급,문서 작성 기술 배우기,네트워킹
7979,중급,패션 산업 이해,자연 보전
7980,초급,고급 수학 학습,정치학
7981,고급,연구 논문 작성 기술 연마,투자
7982,고급,청중 분석 능력 개발,리더십
7983,고급,농업 기술 배우기,우주과학
7984,고급,영어 작문 기술 향상,물리학
7985,고급,동물 보호 관련 지식 배우기,물리학 실험
7986,고급,고급 수학 학습,항공
7987,중급,문서 작성 기술 배우기,피트니스
7988,중급,문서 작성 기술 배우기,3D 프린팅
7989,중급,기업가 정신 배우기,창업
7990,고급,데이터베이스 설계 배우기,창업
7991,초급,비평적 사고력 향상,인터뷰
7992,초급,독서 및 분석 능력 향상,팀 관리
7993,초급,고급 수학 학습,화학 실험
7994,고급,바리스타 기술 연마,체육
7995,초급,인권 문제 이해,예술
7996,고급,인권 문제 이해,커리어 개발
7997,고급,국제 정치 분석 기술,투자
7998,고급,건축 설계 학습,자연 보전
7999,고급,바리스타 기술 연마,인테리어 디자인
8000,중급,문서 작성 기술 배우기,지질학
8001,초급,고급 수학 학습,커리어 개발
8002,고급,인터뷰 기술 향상,직업 훈련
8003,고급,소셜 미디어 마케팅 배우기,기후 변화
8004,중급,아마추어 극단 운영 기술,경제
8005,중급,인공지능 알고리즘 이해하기,문화
8006,중급,바이올린 연주 배우기,산업 디자인
8007,초급,인공지능 알고리즘 이해하기,철학
8008,초급,사회적 미디어 전략 개발,생물학
8009,고급,개인 브랜딩 전략 학습,지질학
8010,고급,유튜브 영상 편집 배우기,가상 현실
8011,고급,스키 기술 향상,바다 생물학
8012,고급,타임 매니지먼트 배우기,가상 현실
8013,초급,영화 비평 기술 향상,농업
8014,중급,예술사 학습,기술 혁신
8015,중급,통계학 공부,웰빙
8016,중급,데이터베이스 설계 배우기,영화
8017,고급,고전 문학 학습,커리어 개발
8018,초급,환경 보호 관련 지식 배우기,피트니스
8019,중급,사회적 미디어 전략 개발,산업 디자인
8020,고급,고전 문학 학습,자기계발
8021,고급,자바스크립트 배우기,우주과학
8022,중급,사진 촬영 기술 향상,우주과학
8023,초급,산업 디자인 기술 배우기,리더십
8024,중급,그래픽 디자인 능력 개발,산업 디자인
8025,초급,산업 디자인 기술 배우기,조각
8026,초급,애니메이션 제작 배우기,예술
8027,중급,통계학 공부,기술 혁신
8028,초급,자바스크립트 배우기,비즈니스 윤리
8029,고급,환경 보호 관련 지식 배우기,지질학
8030,중급,서핑 배우기,지리학
8031,고급,인테리어 디자인 배우기,기후 변화
8032,중급,통계학 공부,정원 가꾸기
8033,중급,예술사 학습,화학
8034,중급,청중 분석 능력 개발,프로젝트 관리
8035,고급,영화 제작 이해,스트레스 관리
8036,중급,예술사 학습,프로젝트 관리
8037,초급,네트워킹 기술 향상,무용
8038,초급,인터뷰 기술 향상,기상학
8039,고급,소셜 미디어 마케팅 배우기,생물학
8040,초급,블록체인 기술 학습,공학
8041,중급,농업 기술 배우기,바이오테크놀로지
8042,초급,서비스 디자인 학습,디지털 마케팅
8043,고급,재테크 학습,법학
8044,고급,조경 디자인 학습,디지털 마케팅
8045,초급,농업 기술 배우기,식물학
8046,중급,프로그래밍 능력 향상,교수법
8047,중급,타임 매니지먼트 배우기,심리학
8048,고급,창의적 사고력 향상,바이오테크놀로지
8049,초급,비즈니스 모델 개발,광고
8050,중급,스키 기술 향상,바다 생물학
8051,초급,타임 매니지먼트 배우기,리더십
8052,중급,디지털 마케팅 기술 향상,재무 관리
8053,고급,데이터베이스 설계 배우기,정치학
8054,초급,프리랜서 비즈니스 관리,소셜 미디어
8055,고급,인터뷰 기술 향상,도시 계획
8056,고급,시간 관리 기술 향상,심리학
8057,중급,명상 및 스트레스 관리 배우기,팀 관리
8058,중급,기업가 정신 배우기,해양학
8059,중급,재무 보고서 분석,기상학
8060,중급,장기 목표 설정,건강 관리
8061,초급,고급 수학 학습,언어
8062,고급,타임 매니지먼트 배우기,프로젝트 관리
8063,초급,사회적 미디어 전략 개발,생물학
8064,초급,장기 목표 설정,문화
8065,고급,현대 철학 이해,요리
8066,고급,연극 연출 능력 키우기,출판
8067,초급,기타 연주 배우기,바이오테크놀로지
8068,중급,가상 현실 개발 학습,도시 계획
8069,초급,개인 브랜딩 전략 학습,교육
8070,고급,명상 및 스트레스 관리 배우기,글쓰기
8071,고급,명상 및 스트레스 관리 배우기,인공지능
8072,고급,외국어 배우기,언어
8073,고급,그래픽 디자인 능력 개발,환경 보호
8074,고급,소셜 미디어 마케팅 배우기,사진
8075,고급,카메라 촬영 기술 배우기,농업
8076,중급,산업 디자인 기술 배우기,화학 실험
8077,고급,법률 지식 향상,컴퓨터 그래픽
8078,초급,장기 목표 설정,해양학
8079,초급,타임 매니지먼트 배우기,연극
8080,초급,인테리어 소품 디자인 배우기,농업
8081,중급,카메라 촬영 기술 배우기,사회학
8082,고급,성공적인 팀워크 기술 연마,연극
8083,고급,스토리텔링 능력 개발,공공 연설
8084,고급,농업 기술 배우기,인권
8085,초급,기업가 정신 배우기,도시 계획
8086,중급,재테크 학습,영화
8087,중급,게임 디자인 이해,가상 현실
8088,초급,가상 현실 개발 학습,농업
8089,고급,타임 매니지먼트 배우기,연극
8090,중급,아마추어 극단 운영 기술,로봇공학
8091,초급,리더십 기술 향상,식물학
8092,고급,비평적 사고력 향상,문화
8093,중급,바리스타 기술 연마,경영학
8094,고급,재테크 학습,브랜딩
8095,중급,발표 스킬 향상,시간 관리
8096,초급,인터뷰 기술 향상,언어
8097,중급,영어 작문 기술 향상,자기계발
8098,중급,서비스 디자인 학습,코딩
8099,고급,해외 여행 계획 기술 향상,소셜 미디어
8100,중급,문제 해결 능력 개발,브랜딩
8101,고급,재무 보고서 분석,언어
8102,중급,커뮤니케이션 전략 배우기,산업 디자인
8103,중급,동물 보호 관련 지식 배우기,브랜딩
8104,초급,사진 촬영 기술 향상,가상 현실
8105,고급,생산성 높이는 방법 배우기,화학
8106,중급,생산성 높이는 방법 배우기,언어
8107,중급,패션 디자인 배우기,식물학
8108,중급,인터뷰 기술 향상,도시 계획
8109,고급,서비스 디자인 학습,투자
8110,초급,산업 디자인 기술 배우기,투자
8111,고급,제품 개발 프로세스 이해,비즈니스 윤리
8112,고급,건축 설계 학습,감정 관리
8113,초급,도시 계획 이해,사진
8114,중급,의사소통 기술 향상,영화
8115,고급,인공지능 알고리즘 이해하기,교수법
8116,초급,감정 조절 기술 배우기,패션
8117,고급,현대 철학 이해,화학 실험
8118,고급,창의적 사고력 향상,화학 실험
8119,중급,비즈니스 윤리 배우기,마케팅
8120,고급,영어 작문 기술 향상,영화
8121,초급,의사소통 기술 향상,마케팅
8122,초급,유튜브 영상 편집 배우기,공공 연설
8123,고급,타임 매니지먼트 배우기,커리어 개발
8124,중급,아마추어 극단 운영 기술,체육
8125,고급,서비스 디자인 학습,여행
8126,중급,환경 보호 관련 지식 배우기,도시 계획
8127,중급,네트워킹 기술 향상,웰빙
8128,고급,조경 디자인 학습,방송
8129,초급,환경 보호 관련 지식 배우기,방송
8130,초급,인공지능 알고리즘 이해하기,무용
8131,고급,카메라 촬영 기술 배우기,팀 관리
8132,고급,블록체인 기술 학습,지질학
8133,중급,성공적인 팀워크 기술 연마,증강 현실
8134,고급,사회적 미디어 전략 개발,인테리어 디자인
8135,중급,연극 연출 능력 키우기,디지털 마케팅
8136,고급,생산성 높이는 방법 배우기,통신
8137,초급,문서 작성 기술 배우기,화학
8138,고급,공공 연설 능력 개발,리더십
8139,중급,장기 목표 설정,언어
8140,중급,법률 지식 향상,가상 현실
8141,초급,인터뷰 기술 향상,감정 관리
8142,고급,글로벌 비즈니스 이해,글쓰기
8143,초급,영화 비평 기술 향상,피트니스
8144,고급,네트워킹 기술 향상,창업
8145,중급,인공지능 알고리즘 이해하기,경영학
8146,중급,블록체인 기술 학습,광고
8147,초급,유튜브 영상 편집 배우기,음악
8148,고급,기타 연주 배우기,교수법
8149,고급,예술사 학습,건강 관리
8150,고급,프리랜서 비즈니스 관리,산업 디자인
8151,고급,프리젠테이션 능력 개발,인터넷
8152,중급,네트워킹 기술 향상,미디어
8153,고급,협상 기술 배우기,산업 디자인
8154,고급,법률 지식 향상,무용
